"Vármegye","Település","EVK Sorszám","Szavazókör sorszáma","Cím","Típus","Akadálymentesség","Választópolgárok száma"
"HEVES vármegye","Apc","","001"," Apc, Petőfi Sándor út 24. (Művelődési Ház)","10 ezer és az alatti lakosú település","Nem","767"
"HEVES vármegye","Apc","","002"," Apc, Fő út 8. (Idősek klubja)","10 ezer és az alatti lakosú település","Igen","603"
"HEVES vármegye","Apc","","003"," Apc, Mária utca 2. (Közösségi ház)","10 ezer és az alatti lakosú település","Igen","599"
"HEVES vármegye","Atkár","","001"," Atkár, Fő út 46. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","756"
"HEVES vármegye","Atkár","","002"," Atkár, Fő út 36. (Iskola)","10 ezer és az alatti lakosú település","Igen","735"
"HEVES vármegye","Átány","","001","3371 Átány, Szabadság út 1. (Dr. Fél Edit Közösségi Tér)","10 ezer és az alatti lakosú település","Igen","1 021"
"HEVES vármegye","Balaton","","001","3347 Balaton, Köztársaság tér 5. (Önkormányzati Hivatal)","10 ezer és az alatti lakosú település","Igen","812"
"HEVES vármegye","Bátor","","001"," Bátor, Rákóczi F. út 1. (Faluháza)","10 ezer és az alatti lakosú település","Igen","328"
"HEVES vármegye","Bekölce","","001","3343 Bekölce, Béke út 41. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","537"
"HEVES vármegye","Besenyőtelek","","001"," Besenyőtelek, Fő út 49. (Sportclub)","10 ezer és az alatti lakosú település","Igen","703"
"HEVES vármegye","Besenyőtelek","","002"," Besenyőtelek,  Jókai utca 1. (Iskolai napközi otthon)","10 ezer és az alatti lakosú település","Igen","611"
"HEVES vármegye","Besenyőtelek","","003"," Besenyőtelek,  Fő út 89. (Polgármesteri Hiv.)","10 ezer és az alatti lakosú település","Igen","733"
"HEVES vármegye","Bélapátfalva","","001"," Bélapátfalva,  IV. Béla út 35.  (Napközi otthon)","10 ezer és az alatti lakosú település","Nem","750"
"HEVES vármegye","Bélapátfalva","","002"," Bélapátfalva, IV. Béla út 47. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","802"
"HEVES vármegye","Bélapátfalva","","003","3346 Bélapátfalva, Táncsics M. u. 4. (Óvoda)","10 ezer és az alatti lakosú település","Igen","651"
"HEVES vármegye","Boconád","","001"," Boconád, II. Rákóczi Ferenc utca 12. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","1 066"
"HEVES vármegye","Bodony","","001"," Bodony, Kossuth u. 22. (volt általános iskola)","10 ezer és az alatti lakosú település","Igen","585"
"HEVES vármegye","Boldog","","001","3016 Boldog, Kossuth Lajos út 40.  (Ujváry Ferenc Műv. Ház)","10 ezer és az alatti lakosú település","Igen","846"
"HEVES vármegye","Boldog","","002"," Boldog, Árpád út 23. (Boldogi Berecz Antal Ált. Isk.)","10 ezer és az alatti lakosú település","Igen","793"
"HEVES vármegye","Boldog","","003","3016 Boldog, Kossuth Lajos út 5.(Boldogi Berecz Antal Ált.Isk.)","10 ezer és az alatti lakosú település","Igen","750"
"HEVES vármegye","Bükkszenterzsébet","","001"," Bükkszenterzsébet, Szabadság út 133. (Kultúrház)","10 ezer és az alatti lakosú település","Igen","792"
"HEVES vármegye","Bükkszentmárton","","001"," Bükkszentmárton, II.Rákóczi F. u. 82. (Közösségi ház)","10 ezer és az alatti lakosú település","Igen","249"
"HEVES vármegye","Bükkszék","","001"," Bükkszék, Egri út 7. (Faluház)","10 ezer és az alatti lakosú település","Igen","594"
"HEVES vármegye","Csány","","001"," Csány, Malom út. 1. (Idősek Klubja)","10 ezer és az alatti lakosú település","Nem","599"
"HEVES vármegye","Csány","","002"," Csány, Arany J. út 6. (Általános Iskola)","10 ezer és az alatti lakosú település","Nem","572"
"HEVES vármegye","Csány","","003"," Csány, Szövetkezet út 2. (Kultúrotthon)","10 ezer és az alatti lakosú település","Igen","600"
"HEVES vármegye","Demjén","","001"," Demjén, Petőfi Sándor u. 27. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","525"
"HEVES vármegye","Detk","","001","3275 Detk, Árpád utca 1/A. (Faluház)","10 ezer és az alatti lakosú település","Igen","948"
"HEVES vármegye","Domoszló","","001"," Domoszló, II. Rákóczi Ferenc u. 13. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","721"
"HEVES vármegye","Domoszló","","002","3263 Domoszló, Deák tér 5. (Iskola nagy épület aulája)","10 ezer és az alatti lakosú település","Igen","879"
"HEVES vármegye","Dormánd","","001","3374 Dormánd, Dózsa Gy. út 65. (Öregek napközi otthona)","10 ezer és az alatti lakosú település","Igen","745"
"HEVES vármegye","Ecséd","","001","3013 Ecséd, Szabadság utca 155. (Központi Konyha)","10 ezer és az alatti lakosú település","Igen","928"
"HEVES vármegye","Ecséd","","002","3013 Ecséd, Szabadság utca 147. (Mini Bölcsőde)","10 ezer és az alatti lakosú település","Igen","897"
"HEVES vármegye","Ecséd","","003"," Ecséd, Dózsa György utca 16. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","837"
"HEVES vármegye","Eger","01","001","3300 Eger, Fadrusz János utca 1/A. (Hunyadi Általános Iskola)","10 ezer lakos feletti település, megyei jogú város","Igen","874"
"HEVES vármegye","Eger","01","002","3300 Eger, Fadrusz János utca 1/A. (Hunyadi Általános Iskola)","10 ezer lakos feletti település, megyei jogú város","Igen","1 156"
"HEVES vármegye","Eger","01","003","3300 Eger, Fadrusz János utca 1/A.(Hunyadi Általános Iskola)","10 ezer lakos feletti település, megyei jogú város","Igen","945"
"HEVES vármegye","Eger","01","004","3300 Eger, Deák Ferenc utca 45. (Szent Imre Kat. Ált. Iskola)","10 ezer lakos feletti település, megyei jogú város","Nem","741"
"HEVES vármegye","Eger","02","005","3300 Eger, Deák Ferenc utca 45. (Szent Imre Kat. Ált. Isk.)","10 ezer lakos feletti település, megyei jogú város","Igen","1 196"
"HEVES vármegye","Eger","02","006","3300 Eger, Pozsonyi utca 4-6. (SZC Sárvári Technikum)","10 ezer lakos feletti település, megyei jogú város","Nem","994"
"HEVES vármegye","Eger","02","007","3300 Eger, Pozsonyi utca 4-6. (SZC Sárvári Technikum)","10 ezer lakos feletti település, megyei jogú város","Nem","955"
"HEVES vármegye","Eger","02","008","3300 Eger, Bartók Béla tér 4. (EKKE Gyakorló Ált. Iskola)","10 ezer lakos feletti település, megyei jogú város","Igen","1 132"
"HEVES vármegye","Eger","03","009","3300 Eger, Kodály Zoltán utca 5. (Kemény Ferenc Ált. Iskola)","10 ezer lakos feletti település, megyei jogú város","Igen","1 075"
"HEVES vármegye","Eger","03","010","3300 Eger, Kodály Zoltán utca 5. (Kemény Ferenc Ált. Iskola)","10 ezer lakos feletti település, megyei jogú város","Igen","1 104"
"HEVES vármegye","Eger","03","011","3300 Eger, Kertész utca 128. (TISZK)","10 ezer lakos feletti település, megyei jogú város","Igen","834"
"HEVES vármegye","Eger","03","012","3300 Eger, Kertész utca 128. (TISZK)","10 ezer lakos feletti település, megyei jogú város","Igen","684"
"HEVES vármegye","Eger","04","013","3300 Eger, Kertész utca 128. (TISZK)","10 ezer lakos feletti település, megyei jogú város","Igen","854"
"HEVES vármegye","Eger","04","014","3300 Eger, Klapka György utca 7. (Andrássy Közgazdasági)","10 ezer lakos feletti település, megyei jogú város","Nem","927"
"HEVES vármegye","Eger","04","015","3300 Eger, Kodály Zoltán utca 5. (Kemény Ferenc Ált. Iskola)","10 ezer lakos feletti település, megyei jogú város","Igen","756"
"HEVES vármegye","Eger","04","016","3300 Eger, Remenyik Zsigmond utca 17. (Eszterlánc Tagóvoda)","10 ezer lakos feletti település, megyei jogú város","Igen","843"
"HEVES vármegye","Eger","04","017","3300 Eger, Bartók Béla tér 4. (EKKE Gyakorló Ált. Isk)","10 ezer lakos feletti település, megyei jogú város","Igen","702"
"HEVES vármegye","Eger","05","018","3300 Eger, II. Rákóczi Ferenc utca 2.  (Wigner Középiskola)","10 ezer lakos feletti település, megyei jogú város","Igen","1 026"
"HEVES vármegye","Eger","05","019","3300 Eger, Széchenyi István utca 19. (Dobó Gimnázium)","10 ezer lakos feletti település, megyei jogú város","Nem","804"
"HEVES vármegye","Eger","05","020","3300 Eger, Széchenyi István utca 19. (Dobó Gimnázium)","10 ezer lakos feletti település, megyei jogú város","Nem","788"
"HEVES vármegye","Eger","05","021","3300 Eger, II. Rákóczi Ferenc utca 2.. (Wigner Középiskola)","10 ezer lakos feletti település, megyei jogú város","Igen","1 039"
"HEVES vármegye","Eger","05","022","3300 Eger, Széchenyi István utca 19. (Dobó Gimnázium)","10 ezer lakos feletti település, megyei jogú város","Nem","645"
"HEVES vármegye","Eger","06","023","3300 Eger, Markhót Ferenc utca 4. (Lenkey Általános Iskola)","10 ezer lakos feletti település, megyei jogú város","Igen","1 141"
"HEVES vármegye","Eger","06","024","3300 Eger, Eszterházy tér 1. (Eszterházy Károly Kat. Egyetem)","10 ezer lakos feletti település, megyei jogú város","Igen","740"
"HEVES vármegye","Eger","06","025","3300 Eger, Gárdonyi kert 5. szám","10 ezer lakos feletti település, megyei jogú város","Igen","1 123"
"HEVES vármegye","Eger","06","026","3300 Eger, Malomárok utca 1. (Balassi Általános Iskola)","10 ezer lakos feletti település, megyei jogú város","Igen","1 137"
"HEVES vármegye","Eger","07","027","3300 Eger, Bem tábornok utca 3. (Móra Ferenc Tagiskola)","10 ezer lakos feletti település, megyei jogú város","Igen","829"
"HEVES vármegye","Eger","07","028","3300 Eger, Bem tábornok utca 3. (Móra Ferenc Tagiskola)","10 ezer lakos feletti település, megyei jogú város","Igen","1 005"
"HEVES vármegye","Eger","07","029","3300 Eger, Bem tábornok utca 3. (SZC Kossuth Zsuzsa Szak.)","10 ezer lakos feletti település, megyei jogú város","Nem","1 090"
"HEVES vármegye","Eger","07","030"," Eger, Bem tábornok utca 3. (SZC Kossuth Zsuzsa Szak.)","10 ezer lakos feletti település, megyei jogú város","Nem","1 112"
"HEVES vármegye","Eger","08","031","3300 Eger, Kallómalom utca 1-3. (Joó János Tagóvoda)","10 ezer lakos feletti település, megyei jogú város","Igen","1 263"
"HEVES vármegye","Eger","08","032","3300 Eger, Malomárok  utca 1. (Balassi Általános Iskola)","10 ezer lakos feletti település, megyei jogú város","Igen","1 052"
"HEVES vármegye","Eger","08","033","3300 Eger, Vallon utca  2. (Tinódi Tagiskola)","10 ezer lakos feletti település, megyei jogú város","Igen","1 127"
"HEVES vármegye","Eger","08","034","3300 Eger, Vallon utca 2. (Tinódi Tagiskola)","10 ezer lakos feletti település, megyei jogú város","Igen","1 080"
"HEVES vármegye","Eger","09","035","3300 Eger, II. Rákóczi Ferenc utca 48. (Neumann Középiskola)","10 ezer lakos feletti település, megyei jogú város","Igen","1 014"
"HEVES vármegye","Eger","09","036","3300 Eger, II. Rákóczi  Ferenc utca 48. (Neumann Középiskola)","10 ezer lakos feletti település, megyei jogú város","Igen","1 190"
"HEVES vármegye","Eger","09","037","3300 Eger, II. Rákóczi Ferenc utca 48. (Neumann Középiskola)","10 ezer lakos feletti település, megyei jogú város","Igen","1 082"
"HEVES vármegye","Eger","09","038","3300 Eger, II. Rákóczi Ferenc utca 2. (Wigner Középiskola)","10 ezer lakos feletti település, megyei jogú város","Igen","1 312"
"HEVES vármegye","Eger","10","039","3300 Eger, Pásztorvölgy utca 25. (Pásztorvölgyi Gimnázium)","10 ezer lakos feletti település, megyei jogú város","Igen","1 077"
"HEVES vármegye","Eger","10","040","3300 Eger, Pásztorvölgy utca 25. (Pásztorvölgyi Gimnázium)","10 ezer lakos feletti település, megyei jogú város","Igen","952"
"HEVES vármegye","Eger","10","041","3300 Eger, Pásztorvölgy utca 25. (Pásztorvölgyi Gimnázium)","10 ezer lakos feletti település, megyei jogú város","Igen","1 003"
"HEVES vármegye","Eger","10","042","3300 Eger, I.sz. lakótelep utca 9. ép. (Közösségi Ház)","10 ezer lakos feletti település, megyei jogú város","Nem","846"
"HEVES vármegye","Egerbakta","","001"," Egerbakta, Dobó István utca 12/A.","10 ezer és az alatti lakosú település","Igen","1 190"
"HEVES vármegye","Egerbocs","","001"," Egerbocs, Alkotmány út 43. (Iskola)","10 ezer és az alatti lakosú település","Igen","465"
"HEVES vármegye","Egercsehi","","001"," Egercsehi, Kossuth út 34. (Kultúrház - nagyterem)","10 ezer és az alatti lakosú település","Nem","223"
"HEVES vármegye","Egercsehi","","002"," Egercsehi, Petőfi út 6. (Iskola)","10 ezer és az alatti lakosú település","Igen","424"
"HEVES vármegye","Egercsehi","","003"," Egercsehi, Bányász tér 3. (Orvosi rendelő)","10 ezer és az alatti lakosú település","Igen","396"
"HEVES vármegye","Egerfarmos","","001","3379 Egerfarmos, Dózsa Gy. u. 1. (Polgármesteri Hivatal)","10 ezer és az alatti lakosú település","Igen","555"
"HEVES vármegye","Egerszalók","","001"," Egerszalók,  Kossuth L. út 17. (Faluház)","10 ezer és az alatti lakosú település","Igen","881"
"HEVES vármegye","Egerszalók","","002","3394 Egerszalók, Iskola útja 2/A  (Iskola)","10 ezer és az alatti lakosú település","Igen","756"
"HEVES vármegye","Egerszólát","","001"," Egerszólát, Fő utca 17-19. (Általános Iskola)","10 ezer és az alatti lakosú település","Igen","875"
"HEVES vármegye","Erdőkövesd","","001","3252 Erdőkövesd, II. Rákóczi F. út 39. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","502"
"HEVES vármegye","Erdőtelek","","001"," Erdőtelek, Bajcsy-Zsilinszky utca 11-13. (Kerekerdő Óvoda)","10 ezer és az alatti lakosú település","Igen","787"
"HEVES vármegye","Erdőtelek","","002"," Erdőtelek, Bajcsy-Zsilinszky utca 11-13. (Kerekerdő Óvoda)","10 ezer és az alatti lakosú település","Igen","880"
"HEVES vármegye","Erdőtelek","","003","3358 Erdőtelek, Fő utca 119. (Gondozási Központ)","10 ezer és az alatti lakosú település","Igen","914"
"HEVES vármegye","Erk","","001"," Erk, Fő tér 8. (Általános Iskola tornacsarnok)","10 ezer és az alatti lakosú település","Igen","633"
"HEVES vármegye","Fedémes","","001","3255 Fedémes, Petőfi Sándor út 51. (Iskola)","10 ezer és az alatti lakosú település","Igen","255"
"HEVES vármegye","Feldebrő","","001"," Feldebrő,  Kossuth Lajos út 28. (Községi Könyvtár)","10 ezer és az alatti lakosú település","Igen","834"
"HEVES vármegye","Felsőtárkány","","001"," Felsőtárkány, Fő út 157. (Iskola)","10 ezer és az alatti lakosú település","Igen","1 033"
"HEVES vármegye","Felsőtárkány","","002","3324 Felsőtárkány, Fő út 157. (Általános Iskola épülete/Könyvtár)","10 ezer és az alatti lakosú település","Igen","931"
"HEVES vármegye","Felsőtárkány","","003"," Felsőtárkány, Fő út 350. (Faluház)","10 ezer és az alatti lakosú település","Igen","866"
"HEVES vármegye","Füzesabony","","001","3390 Füzesabony, Mátyás király út 29. (Városüzemeltetés)","10 ezer és az alatti lakosú település","Igen","1 015"
"HEVES vármegye","Füzesabony","","002","3390 Füzesabony, Rákóczi Ferenc út 50. (Közösségi Ház)","10 ezer és az alatti lakosú település","Igen","951"
"HEVES vármegye","Füzesabony","","003","3390 Füzesabony, Rákóczi Ferenc út 50. (Közösségi Ház)","10 ezer és az alatti lakosú település","Igen","936"
"HEVES vármegye","Füzesabony","","004","3390 Füzesabony, Dobó István utca 1/A. (Sportpálya-Öltöző)","10 ezer és az alatti lakosú település","Igen","1 004"
"HEVES vármegye","Füzesabony","","005","3390 Füzesabony, Szabadság út 33. (Teleki B. Ált. Isk.)","10 ezer és az alatti lakosú település","Nem","928"
"HEVES vármegye","Füzesabony","","006","3390 Füzesabony, Szabadság út 33. (Teleki B. Ált. Isk.)","10 ezer és az alatti lakosú település","Nem","1 051"
"HEVES vármegye","Gyöngyös","01","001"," Gyöngyös, Erdész út 11. (Mfüred, Erdészeti Szakközépiskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","661"
"HEVES vármegye","Gyöngyös","01","002"," Gyöngyös, Diósmalom u. 41. (Háziorvosi rendelő)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 001"
"HEVES vármegye","Gyöngyös","01","003"," Gyöngyös, Mátrai u. 36. (Károly Róbert Főiskola).","10 ezer lakos feletti település, nem megyei jogú város","Igen","676"
"HEVES vármegye","Gyöngyös","02","004"," Gyöngyös, Martinovics u. 2. (Felsővárosi Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","833"
"HEVES vármegye","Gyöngyös","02","005"," Gyöngyös, Petőfi u. 67. (Általános Iskola, Óvoda).","10 ezer lakos feletti település, nem megyei jogú város","Nem","994"
"HEVES vármegye","Gyöngyös","02","006"," Gyöngyös, Szent Bertalan u. 11. (Zeneiskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","694"
"HEVES vármegye","Gyöngyös","03","007"," Gyöngyös, Fecske u. 4.(Fecske Úti Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Nem","852"
"HEVES vármegye","Gyöngyös","03","008"," Gyöngyös, Fecske u. 4. (Fecske Úti Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Nem","648"
"HEVES vármegye","Gyöngyös","03","009"," Gyöngyös, Fecske u. 4. (Fecske Úti Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Nem","980"
"HEVES vármegye","Gyöngyös","04","010"," Gyöngyös, Batthyány tér 4. (Sportotthon)","10 ezer lakos feletti település, nem megyei jogú város","Nem","737"
"HEVES vármegye","Gyöngyös","04","011"," Gyöngyös, Thán K.  u. 1. (Vak Bottyán J. Szakközépiskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 016"
"HEVES vármegye","Gyöngyös","04","012"," Gyöngyös, Fő tér 10. (Tourinform Iroda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","668"
"HEVES vármegye","Gyöngyös","05","013"," Gyöngyös, Dózsa György u. 20. (Járóbeteg szakrendelő)","10 ezer lakos feletti település, nem megyei jogú város","Igen","699"
